npi	nppes_provider_gender	specialty_description	medicare_prvdr_enroll_status	total_claim_count	total_30_day_fill_count	total_drug_cost	total_day_supply	bene_count	ge65_suppress_flag	total_claim_count_ge65	total_30_day_fill_count_ge65	total_drug_cost_ge65	total_day_supply_ge65	bene_count_ge65_suppress_flag	bene_count_ge65	brand_suppress_flag	brand_claim_count	brand_drug_cost	generic_suppress_flag	generic_claim_count	generic_drug_cost	other_suppress_flag	other_claim_count	other_drug_cost	mapd_suppress_flag	mapd_claim_count	mapd_drug_cost	pdp_suppress_flag	pdp_claim_count	pdp_drug_cost	lis_suppress_flag	lis_claim_count	lis_drug_cost	nonlis_suppress_flag	nonlis_claim_count	nonlis_drug_cost	opioid_claim_count	opioid_drug_cost	opioid_day_supply	opioid_bene_count	opioid_prescriber_rate	la_opioid_claim_count	la_opioid_drug_cost	la_opioid_day_supply	la_opioid_bene_count	la_opioid_prescriber_rate	antibiotic_claim_count	antibiotic_drug_cost	antibiotic_bene_count	antipsych_ge65_suppress_flag	antipsych_claim_count_ge65	antipsych_drug_cost_ge65	antipsych_bene_ge65_suppress_flg	antipsych_bene_count_ge65	average_age_of_beneficiaries	beneficiary_female_count	beneficiary_male_count	beneficiary_nondual_count	beneficiary_dual_count	beneficiary_average_risk_score	EXCLYear	REINYear	excl_type	exclusion_flag	country	state	nppes_credentials	total_30_day_per_claim	drug_cost_per_claim	day_supply_per_claim	female_count	male_count	nondual_count	dual_count
1760573927	M	Surgery	E	126.0	126.0	1631.06	1355.0	61.0	not_suppressed	115.0	115.0	1282.94	1215.0	counter suppressed	56.0	suppressed	5.0	17122.3	counter suppressed	121.0	8144.09	not_suppressed	0.0	0.0	not_suppressed	70.0	1019.19	not_suppressed	56.0	611.87	not_suppressed	28.0	454.21	not_suppressed	98.0	1176.85	57.0	538.81	452.0	34.0	45.24	5.0	0.0	0.0	5.0	0.0	15.0	140.21	12.0	not suppressed	0.0	0.0	not suppressed	0.0	69.0	29.0	32.0	89.0	40.0	0.8866				0	US	WI	Medical Doctor	1.0	12.944920634920635	10.753968253968255	not suppressed	not suppressed	suppressed	suppressed
1720473390	F	Nurse	E	135.0	139.3	3230.18	2652.0	48.0	counter suppressed	130.0	306.0	13928.695	6920.0	counter suppressed	43.0	not_suppressed	20.0	1220.0	not_suppressed	115.0	2010.18	not_suppressed	0.0	0.0	not_suppressed	69.0	1311.92	not_suppressed	66.0	1918.26	not_suppressed	34.0	515.39	not_suppressed	101.0	2714.79	5.0	112.88	97.0	5.0	2.27	5.0	0.0	0.0	5.0	0.0	28.0	1036.98	22.0	not suppressed	0.0	0.0	not suppressed	0.0	76.0	26.0	22.0	89.0	40.0	1.8695				0	US	UT	Nurse	1.031851851851852	23.92725925925926	19.644444444444446	not suppressed	not suppressed	suppressed	suppressed
1548649585	F	Student	N	87.0	87.0	1538.0	904.0	65.0	not_suppressed	68.0	68.0	1167.42	697.0	not_suppressed	49.0	suppressed	5.0	17122.3	counter suppressed	82.0	8144.09	not_suppressed	0.0	0.0	not_suppressed	42.0	641.16	not_suppressed	45.0	896.84	not_suppressed	29.0	325.22	not_suppressed	58.0	1212.78	47.0	450.0	266.0	47.0	54.02	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	71.0	43.0	22.0	42.0	23.0	3.2306				0	US	OH	DO	1.0	17.67816091954023	10.39080459770115	not suppressed	not suppressed	not suppressed	not suppressed
1952326449	M	Dentist	N	48.0	48.0	261.23	324.0	31.0	counter suppressed	43.0	306.0	13928.695	6920.0	counter suppressed	26.0	not_suppressed	0.0	0.0	counter suppressed	43.0	8144.09	suppressed	5.0	0.0	suppressed	5.0	5038.525	counter suppressed	43.0	11189.15	suppressed	5.0	7822.22	counter suppressed	43.0	8329.63	5.0	112.88	97.0	5.0	2.27	0.0	0.0	0.0	0.0	0.0	40.0	215.1	28.0	not suppressed	0.0	0.0	not suppressed	0.0	72.0	73.0	47.0	89.0	40.0	1.0395				0	US	NC	Dentist/DDS	1.0	5.442291666666667	6.75	suppressed	suppressed	suppressed	suppressed
1891996039	M	Internal Medicine	E	393.0	406.6	18934.21	9004.0	141.0	not_suppressed	244.0	248.46666667	6732.23	5618.0	not_suppressed	94.0	counter suppressed	55.0	17122.3	not_suppressed	333.0	4046.09	suppressed	5.0	0.0	not_suppressed	227.0	10331.78	not_suppressed	166.0	8602.43	not_suppressed	206.0	12724.25	not_suppressed	187.0	6209.96	49.0	913.99	427.0	41.0	12.47	5.0	0.0	0.0	5.0	0.0	49.0	571.0	47.0	suppressed	5.0	0.0	suppressed	5.0	69.0	86.0	55.0	83.0	58.0	3.411				0	US	MO	Medical Doctor	1.0346055979643767	48.178651399491095	22.910941475826974	not suppressed	not suppressed	not suppressed	not suppressed
1679538201	M	Physician Assistant	E	112.0	112.0	1559.43	638.0	76.0	not_suppressed	87.0	87.0	1130.15	505.0	not_suppressed	60.0	suppressed	5.0	17122.3	counter suppressed	107.0	8144.09	not_suppressed	0.0	0.0	not_suppressed	17.0	153.64	not_suppressed	95.0	1405.79	not_suppressed	25.0	333.39	not_suppressed	87.0	1226.04	70.0	439.84	246.0	59.0	62.5	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	69.0	49.0	27.0	59.0	17.0	1.2517				0	US	WI	Physican Assistant	1.0	13.923482142857143	5.696428571428571	not suppressed	not suppressed	not suppressed	not suppressed
1710929575	M	Cardiologist	E	3740.0	7554.1	247089.87	224834.0	382.0	not_suppressed	3606.0	7280.1	240273.64	216797.0	not_suppressed	363.0	not_suppressed	642.0	185100.26	not_suppressed	3098.0	61989.61	not_suppressed	0.0	0.0	not_suppressed	688.0	39661.59	not_suppressed	3052.0	207428.28	not_suppressed	263.0	25486.14	not_suppressed	3477.0	221603.73	5.0	112.88	97.0	5.0	2.27	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	suppressed	5.0	0.0	suppressed	5.0	75.0	188.0	194.0	356.0	26.0	1.5784				0	US	TX	Medical Doctor	2.019812834224599	66.0668101604278	60.116042780748664	not suppressed	not suppressed	not suppressed	not suppressed
1508006693	F	Pediatrics	E	60.0	65.7	2274.09	1292.0	31.0	not_suppressed	43.0	48.666666667	2129.6	1028.0	counter suppressed	26.0	suppressed	5.0	17122.3	counter suppressed	50.0	8144.09	suppressed	5.0	0.0	not_suppressed	34.0	1618.88	not_suppressed	26.0	655.21	not_suppressed	17.0	1034.76	not_suppressed	43.0	1239.33	5.0	112.88	97.0	5.0	2.27	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	72.0	15.0	16.0	89.0	40.0	1.9069				0	US	MN	Medical Doctor	1.095	37.901500000000006	21.533333333333335	not suppressed	not suppressed	suppressed	suppressed
1285950873	F	Oncology	E	60.0	64.4	824.13	1321.0	24.0	counter suppressed	55.0	306.0	13928.695	6920.0	counter suppressed	19.0	not_suppressed	0.0	0.0	not_suppressed	60.0	824.13	not_suppressed	0.0	0.0	not_suppressed	11.0	170.5	not_suppressed	49.0	653.63	not_suppressed	23.0	273.82	not_suppressed	37.0	550.31	5.0	112.88	97.0	5.0	2.27	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	69.0	73.0	47.0	89.0	40.0	1.5364				0	US	WV	Medical Doctor	1.0733333333333335	13.7355	22.016666666666666	suppressed	suppressed	suppressed	suppressed
1285628768	M	Internal Medicine	E	6681.0	9764.5	378492.54	260723.0	239.0	not_suppressed	5887.0	8616.8333333	309624.87	230250.0	not_suppressed	203.0	not_suppressed	975.0	263567.97	not_suppressed	5639.0	113062.27	not_suppressed	67.0	1862.3	not_suppressed	1378.0	85059.15	not_suppressed	5303.0	293433.39	not_suppressed	4774.0	296205.67	not_suppressed	1907.0	82286.87	201.0	2760.18	4273.0	43.0	3.01	23.0	1264.93	792.0	5.0	11.44	216.0	10490.1	88.0	not suppressed	29.0	561.57	suppressed	5.0	74.0	126.0	113.0	94.0	145.0	2.253				0	US	IL	Medical Doctor	1.4615327046849274	56.65207903008531	39.02454722346954	not suppressed	not suppressed	not suppressed	not suppressed
1316936644	M	Internal Medicine	E	6148.0	12784.7	530841.17	373557.0	234.0	not_suppressed	5713.0	11862.966667	483127.71	346738.0	not_suppressed	215.0	not_suppressed	984.0	377541.88	not_suppressed	5063.0	148394.45	not_suppressed	101.0	4904.84	not_suppressed	515.0	62807.16	not_suppressed	5633.0	468034.01	not_suppressed	2781.0	261986.13	not_suppressed	3367.0	268855.04	5.0	112.88	97.0	5.0	2.27	5.0	0.0	0.0	5.0	0.0	96.0	1549.71	50.0	not suppressed	104.0	2039.05	not suppressed	15.0	76.0	105.0	129.0	156.0	78.0	1.3203				0	US	ME	Medical Doctor	2.0794892648015617	86.34371665582304	60.76073519843852	not suppressed	not suppressed	not suppressed	not suppressed
1437419082	F	Nurse	E	398.0	866.7	17990.51	25071.0	80.0	not_suppressed	340.0	754.86666667	14555.33	22053.0	not_suppressed	65.0	counter suppressed	36.0	17122.3	not_suppressed	357.0	6653.35	suppressed	5.0	0.0	not_suppressed	230.0	10560.5	not_suppressed	168.0	7430.01	not_suppressed	361.0	16733.66	not_suppressed	37.0	1256.85	5.0	112.88	97.0	5.0	2.27	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	69.0	54.0	26.0	14.0	66.0	0.9809				0	US	CA	Nurse	2.177638190954774	45.2022864321608	62.99246231155779	not suppressed	not suppressed	not suppressed	not suppressed
1225324759	F	General/Family Practice	E	569.0	1381.8	20995.09	39855.0	125.0	not_suppressed	498.0	1263.9333333	17266.36	36647.0	counter suppressed	120.0	counter suppressed	87.0	17122.3	not_suppressed	477.0	13289.95	suppressed	5.0	0.0	counter suppressed	564.0	5038.525	suppressed	5.0	11189.15	not_suppressed	91.0	3849.16	not_suppressed	478.0	17145.93	21.0	560.88	362.0	5.0	3.69	0.0	0.0	0.0	0.0	0.0	23.0	312.91	21.0	not suppressed	0.0	0.0	not suppressed	0.0	72.0	83.0	42.0	109.0	16.0	1.0056				0	US	MA	DO	2.4284710017574693	36.89822495606327	70.04393673110721	not suppressed	not suppressed	not suppressed	not suppressed
1467405852	M	Surgery	E	73.0	83.0	2536.05	1431.0	36.0	counter suppressed	68.0	306.0	13928.695	6920.0	counter suppressed	31.0	suppressed	5.0	17122.3	counter suppressed	68.0	8144.09	not_suppressed	0.0	0.0	not_suppressed	0.0	0.0	not_suppressed	73.0	2536.05	not_suppressed	27.0	288.91	not_suppressed	46.0	2247.14	30.0	385.89	162.0	24.0	41.1	0.0	0.0	0.0	0.0	0.0	16.0	130.27	12.0	not suppressed	0.0	0.0	not suppressed	0.0	72.0	14.0	22.0	25.0	11.0	3.2222				0	US	CA	Medical Doctor	1.1369863013698631	34.740410958904114	19.602739726027398	not suppressed	not suppressed	not suppressed	not suppressed
1952822082	F	Physician Assistant	N	28.0	28.0	2097.77	683.0	15.0	counter suppressed	23.0	306.0	13928.695	6920.0	counter suppressed	10.0	suppressed	5.0	17122.3	counter suppressed	23.0	8144.09	not_suppressed	0.0	0.0	counter suppressed	23.0	5038.525	suppressed	5.0	11189.15	counter suppressed	23.0	7822.22	suppressed	5.0	8329.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	61.0	73.0	47.0	89.0	40.0	0.9819				0	US	NY	Physican Assistant	1.0	74.92035714285714	24.392857142857142	suppressed	suppressed	suppressed	suppressed
1497853121	M	General/Family Practice	N	2290.0	4309.0	145032.8	125187.0	154.0	not_suppressed	1658.0	3288.1666667	99973.03	95810.0	not_suppressed	118.0	not_suppressed	373.0	93728.54	not_suppressed	1892.0	49909.25	not_suppressed	25.0	1395.01	not_suppressed	511.0	28976.61	not_suppressed	1779.0	116056.19	not_suppressed	452.0	30617.25	not_suppressed	1838.0	114415.55	5.0	112.88	97.0	5.0	2.27	0.0	0.0	0.0	0.0	0.0	93.0	12052.27	55.0	not suppressed	14.0	135.4	suppressed	5.0	71.0	85.0	69.0	131.0	23.0	1.3568				0	US	MI	Medical Doctor	1.8816593886462882	63.33310043668122	54.66681222707424	not suppressed	not suppressed	not suppressed	not suppressed
1265785034	F	Physician Assistant	E	14.0	14.0	104.25	91.0	5.0	suppressed	5.0	306.0	13928.695	6920.0	suppressed	5.0	not_suppressed	0.0	0.0	not_suppressed	14.0	104.25	not_suppressed	0.0	0.0	suppressed	5.0	5038.525	suppressed	5.0	11189.15	suppressed	5.0	7822.22	suppressed	5.0	8329.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	71.0	73.0	47.0	89.0	40.0	1.3465				0	US	ME	Physican Assistant	1.0	7.446428571428571	6.5	suppressed	suppressed	suppressed	suppressed
1346203502	M	Pediatrics	N	23.0	63.0	1158.25	1855.0	5.0	not_suppressed	23.0	63.0	1158.25	1855.0	suppressed	5.0	not_suppressed	0.0	0.0	not_suppressed	23.0	1158.25	not_suppressed	0.0	0.0	not_suppressed	0.0	0.0	not_suppressed	23.0	1158.25	not_suppressed	0.0	0.0	not_suppressed	23.0	1158.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	71.0	73.0	47.0	89.0	40.0	1.3465				0	US	TX	Medical Doctor	2.739130434782609	50.358695652173914	80.65217391304348	suppressed	suppressed	suppressed	suppressed
1851702054	M	Emergency Medicine	E	31.0	31.0	262.95	276.0	23.0	not_suppressed	17.0	17.0	131.6	178.0	counter suppressed	18.0	suppressed	5.0	17122.3	counter suppressed	26.0	8144.09	not_suppressed	0.0	0.0	not_suppressed	14.0	147.38	not_suppressed	17.0	115.57	counter suppressed	26.0	7822.22	suppressed	5.0	8329.63	5.0	112.88	97.0	5.0	2.27	0.0	0.0	0.0	0.0	0.0	14.0	108.98	12.0	not suppressed	0.0	0.0	not suppressed	0.0	65.0	73.0	47.0	89.0	40.0	1.7569				0	US	SC	Medical Doctor	1.0	8.48225806451613	8.903225806451612	suppressed	suppressed	suppressed	suppressed
1629326293	M	Physician Assistant	E	10386.0	22620.2	425984.66	656003.0	1131.0	not_suppressed	8055.0	18202.5	295383.44	528574.0	not_suppressed	934.0	not_suppressed	1387.0	238301.73	not_suppressed	8950.0	185741.34	not_suppressed	49.0	1941.59	not_suppressed	9675.0	392077.79	not_suppressed	711.0	33906.87	not_suppressed	2943.0	160413.49	not_suppressed	7443.0	265571.17	5.0	112.88	97.0	5.0	2.27	0.0	0.0	0.0	0.0	0.0	580.0	5351.84	392.0	not suppressed	35.0	4302.54	not suppressed	11.0	72.0	603.0	528.0	952.0	179.0	1.706				0	US	FL	Physican Assistant	2.177951088003081	41.0152763335259	63.162237627575585	not suppressed	not suppressed	not suppressed	not suppressed
1225029994	F	Internal Medicine	E	13313.0	21622.8	665693.88	627783.0	600.0	not_suppressed	11714.0	19498.9	589355.05	567017.0	not_suppressed	542.0	not_suppressed	2003.0	395185.73	not_suppressed	11243.0	267240.15	not_suppressed	67.0	3268.0	not_suppressed	7829.0	325432.1	not_suppressed	5484.0	340261.78	not_suppressed	2240.0	135567.03	not_suppressed	11073.0	530126.85	925.0	58059.95	26668.0	149.0	6.95	61.0	23027.3	1830.0	5.0	6.59	466.0	5964.04	253.0	not suppressed	50.0	899.87	suppressed	5.0	73.0	514.0	86.0	542.0	58.0	1.1182				0	US	TN	Medical Doctor	1.6241868849996244	50.003296026440324	47.1556373469541	not suppressed	not suppressed	not suppressed	not suppressed
1619947652	M	Respiratory/Pulmonary	E	437.0	645.1	51348.13	17634.0	57.0	not_suppressed	335.0	460.06666667	32014.73	12317.0	counter suppressed	52.0	counter suppressed	175.0	17122.3	not_suppressed	257.0	5433.92	suppressed	5.0	0.0	not_suppressed	102.0	14508.06	not_suppressed	335.0	36840.07	not_suppressed	330.0	38417.82	not_suppressed	107.0	12930.31	5.0	112.88	97.0	5.0	2.27	5.0	0.0	0.0	5.0	0.0	11.0	63.15	11.0	not suppressed	13.0	192.5	suppressed	5.0	71.0	35.0	22.0	22.0	35.0	2.8579				0	US	FL	Medical Doctor	1.4762013729977117	117.50144164759725	40.35240274599543	not suppressed	not suppressed	not suppressed	not suppressed
1508124348	M	Otolaryngology	E	338.0	371.1	10729.07	7491.0	150.0	not_suppressed	297.0	327.33333333	9831.24	6592.0	not_suppressed	134.0	counter suppressed	27.0	17122.3	not_suppressed	306.0	6403.8	suppressed	5.0	0.0	not_suppressed	76.0	2619.39	not_suppressed	262.0	8109.68	not_suppressed	51.0	1304.07	not_suppressed	287.0	9425.0	19.0	104.13	124.0	18.0	5.62	0.0	0.0	0.0	0.0	0.0	70.0	880.74	62.0	not suppressed	0.0	0.0	not suppressed	0.0	72.0	89.0	61.0	137.0	13.0	0.9193				0	US	SC	Medical Doctor	1.0979289940828403	31.742810650887574	22.162721893491124	not suppressed	not suppressed	not suppressed	not suppressed
1811388945	F	Physician Assistant	E	165.0	195.5	3728.92	3407.0	76.0	not_suppressed	128.0	156.53333333	3254.61	2823.0	not_suppressed	56.0	suppressed	5.0	17122.3	counter suppressed	160.0	8144.09	not_suppressed	0.0	0.0	not_suppressed	72.0	938.44	not_suppressed	93.0	2790.48	not_suppressed	40.0	567.05	not_suppressed	125.0	3161.87	74.0	919.85	776.0	46.0	44.85	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	68.0	44.0	32.0	60.0	16.0	1.0179				0	US	AR	Physican Assistant	1.1848484848484848	22.599515151515153	20.64848484848485	not suppressed	not suppressed	not suppressed	not suppressed
1891112306	M	General/Family Practice	E	49.0	65.0	1084.61	1629.0	24.0	counter suppressed	44.0	306.0	13928.695	6920.0	counter suppressed	19.0	suppressed	5.0	17122.3	counter suppressed	44.0	8144.09	not_suppressed	0.0	0.0	not_suppressed	18.0	295.28	not_suppressed	31.0	789.33	suppressed	5.0	7822.22	counter suppressed	44.0	8329.63	5.0	112.88	97.0	5.0	2.27	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	71.0	73.0	47.0	89.0	40.0	1.0004				0	US	IL	DO	1.3265306122448979	22.13489795918367	33.244897959183675	suppressed	suppressed	suppressed	suppressed
1285700757	F	Nurse	E	4838.0	8303.9	204724.93	232265.0	488.0	not_suppressed	4552.0	7839.233333300002	190395.32	219285.0	not_suppressed	450.0	not_suppressed	530.0	118598.89	not_suppressed	4241.0	83864.51	not_suppressed	67.0	2261.53	not_suppressed	2431.0	117416.57	not_suppressed	2407.0	87308.36	not_suppressed	744.0	50493.05	not_suppressed	4094.0	154231.88	138.0	3046.75	3337.0	49.0	2.85	5.0	0.0	0.0	5.0	0.0	284.0	3483.72	199.0	suppressed	5.0	0.0	suppressed	5.0	76.0	326.0	162.0	432.0	56.0	1.2596				0	US	OH	Nurse	1.7163910706903678	42.31602521703183	48.00847457627118	not suppressed	not suppressed	not suppressed	not suppressed
1194780999	M	Internal Medicine	E	1304.0	1516.8	365619.71	34464.0	507.0	not_suppressed	1005.0	1191.8	209467.72	26963.0	not_suppressed	395.0	counter suppressed	279.0	17122.3	not_suppressed	1020.0	28342.56	suppressed	5.0	0.0	not_suppressed	720.0	141425.88	not_suppressed	584.0	224193.83	not_suppressed	643.0	329250.81	not_suppressed	661.0	36368.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	539.75	11.0	not suppressed	0.0	0.0	not suppressed	0.0	69.0	270.0	237.0	322.0	185.0	1.4044				0	US	CA	Medical Doctor	1.1631901840490797	280.38321319018405	26.429447852760735	not suppressed	not suppressed	not suppressed	not suppressed
1093736779	M	Surgery	E	2292.0	2382.4	288747.52	68308.0	298.0	not_suppressed	866.0	914.2	73043.93	25832.0	not_suppressed	136.0	not_suppressed	477.0	214150.11	not_suppressed	1815.0	74597.41	not_suppressed	0.0	0.0	not_suppressed	356.0	23376.38	not_suppressed	1936.0	265371.14	not_suppressed	1342.0	211920.9	not_suppressed	950.0	76826.62	1373.0	201256.66	39628.0	227.0	59.9	587.0	167128.7	17314.0	117.0	42.75	23.0	189.84	5.0	not suppressed	0.0	0.0	not suppressed	0.0	61.0	185.0	113.0	172.0	126.0	1.7203				0	US	SD	Medical Doctor	1.0394415357766142	125.98059336823735	29.80279232111693	not suppressed	not suppressed	not suppressed	not suppressed
1497830046	F	Nurse	E	27.0	49.2	1796.78	1208.0	15.0	not_suppressed	11.0	11.0	886.21	89.0	suppressed	5.0	not_suppressed	12.0	878.96	not_suppressed	15.0	917.82	not_suppressed	0.0	0.0	not_suppressed	0.0	0.0	not_suppressed	27.0	1796.78	not_suppressed	16.0	910.57	not_suppressed	11.0	886.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	50.0	15.0	0.0	89.0	40.0	0.9529				0	US	OK	Nurse	1.8222222222222224	66.5474074074074	44.74074074074074	not suppressed	not suppressed	suppressed	suppressed
1770500316	F	Internal Medicine	E	160.0	297.0	11750.47	8659.0	48.0	not_suppressed	86.0	159.5	7331.37	4725.0	not_suppressed	30.0	not_suppressed	13.0	7607.28	not_suppressed	147.0	4143.19	not_suppressed	0.0	0.0	suppressed	5.0	5038.525	counter suppressed	155.0	11189.15	counter suppressed	155.0	7822.22	suppressed	5.0	8329.63	5.0	112.88	97.0	5.0	2.27	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	64.0	20.0	28.0	89.0	40.0	2.6342				0	US	CA	Medical Doctor	1.85625	73.4404375	54.11875	not suppressed	not suppressed	suppressed	suppressed
1427185412	M	Internal Medicine	N	11.0	21.0	160.35	598.0	5.0	suppressed	5.0	306.0	13928.695	6920.0	suppressed	5.0	not_suppressed	0.0	0.0	suppressed	5.0	8144.09	suppressed	5.0	0.0	suppressed	5.0	5038.525	suppressed	5.0	11189.15	not_suppressed	11.0	160.35	not_suppressed	0.0	0.0	5.0	112.88	97.0	5.0	2.27	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	71.0	73.0	47.0	89.0	40.0	1.3465				0	US	CA	Medical Doctor	1.9090909090909092	14.577272727272726	54.36363636363637	suppressed	suppressed	suppressed	suppressed
1629050919	M	Oncology	E	37.0	53.2	27463.19	1205.0	15.0	not_suppressed	23.0	33.8	27108.25	814.0	counter suppressed	10.0	suppressed	5.0	17122.3	counter suppressed	32.0	8144.09	not_suppressed	0.0	0.0	suppressed	5.0	5038.525	counter suppressed	32.0	11189.15	not_suppressed	17.0	26824.99	not_suppressed	20.0	638.2	5.0	112.88	97.0	5.0	2.27	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	69.0	15.0	0.0	89.0	40.0	3.0410000000000004				0	US	MA	Medical Doctor	1.4378378378378378	742.2483783783783	32.567567567567565	not suppressed	not suppressed	suppressed	suppressed
1174783526	F	Internal Medicine	E	6313.0	10872.9	338544.67	317741.0	425.0	not_suppressed	5696.0	10050.633333	314989.67	293858.0	not_suppressed	396.0	not_suppressed	768.0	199229.85	not_suppressed	5512.0	138330.62	not_suppressed	33.0	984.2	not_suppressed	2364.0	127959.15	not_suppressed	3949.0	210585.52	not_suppressed	1333.0	65683.56	not_suppressed	4980.0	272861.11	222.0	17096.01	5516.0	33.0	3.52	69.0	13041.19	1938.0	5.0	31.08	94.0	1699.45	72.0	not suppressed	27.0	346.48	suppressed	5.0	74.0	247.0	178.0	374.0	51.0	1.0935				0	US	MA	Medical Doctor	1.7223031839062253	53.62659116109615	50.33122128940282	not suppressed	not suppressed	not suppressed	not suppressed
1326037029	M	Emergency Medicine	E	137.0	207.0	13019.54	5961.0	12.0	counter suppressed	132.0	306.0	13928.695	6920.0	counter suppressed	7.0	counter suppressed	21.0	17122.3	not_suppressed	111.0	2856.67	suppressed	5.0	0.0	not_suppressed	12.0	113.35	not_suppressed	125.0	12906.19	not_suppressed	115.0	4163.32	not_suppressed	22.0	8856.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	75.0	73.0	47.0	89.0	40.0	1.4393				0	US	IL	Medical Doctor	1.510948905109489	95.0331386861314	43.51094890510949	suppressed	suppressed	suppressed	suppressed
1306293808	F	Nurse	E	903.0	1025.1	37722.37	26556.0	211.0	not_suppressed	630.0	744.73333333	28217.5	19613.0	not_suppressed	145.0	not_suppressed	107.0	25285.41	not_suppressed	785.0	12309.24	not_suppressed	11.0	127.72	not_suppressed	231.0	10419.27	not_suppressed	672.0	27303.1	not_suppressed	476.0	20286.44	not_suppressed	427.0	17435.93	51.0	1531.85	1441.0	33.0	5.65	0.0	0.0	0.0	0.0	0.0	117.0	1438.8	82.0	suppressed	5.0	0.0	suppressed	5.0	70.0	124.0	87.0	121.0	90.0	1.3858				0	US	KY	unknown	1.1352159468438536	41.77449612403101	29.408637873754152	not suppressed	not suppressed	not suppressed	not suppressed
1760488613	M	Obstetrics & Gynecology	E	51.0	75.5	5649.87	1830.0	20.0	counter suppressed	46.0	306.0	13928.695	6920.0	counter suppressed	15.0	not_suppressed	21.0	4317.52	not_suppressed	30.0	1332.35	not_suppressed	0.0	0.0	not_suppressed	12.0	993.09	not_suppressed	39.0	4656.78	not_suppressed	11.0	1821.26	not_suppressed	40.0	3828.61	5.0	112.88	97.0	5.0	2.27	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	67.0	20.0	0.0	89.0	40.0	0.9676				0	US	WA	Medical Doctor	1.4803921568627452	110.78176470588235	35.88235294117647	not suppressed	not suppressed	suppressed	suppressed
1629013669	M	Emergency Medicine	E	367.0	392.7	16362.34	4713.0	169.0	not_suppressed	280.0	305.66666667	15797.75	4204.0	not_suppressed	122.0	not_suppressed	64.0	14255.73	not_suppressed	303.0	2106.61	not_suppressed	0.0	0.0	not_suppressed	196.0	8189.87	not_suppressed	171.0	8172.47	not_suppressed	247.0	8654.93	not_suppressed	120.0	7707.41	5.0	112.88	97.0	5.0	2.27	0.0	0.0	0.0	0.0	0.0	173.0	1088.89	117.0	not suppressed	0.0	0.0	not suppressed	0.0	70.0	115.0	54.0	41.0	128.0	1.8635				0	US	CA	Medical Doctor	1.0700272479564032	44.584032697547684	12.841961852861035	not suppressed	not suppressed	not suppressed	not suppressed
1629121082	M	Emergency Medicine	E	188.0	190.0	3055.24	1749.0	120.0	not_suppressed	123.0	125.0	2135.26	1280.0	not_suppressed	77.0	not_suppressed	11.0	1358.22	not_suppressed	177.0	1697.02	not_suppressed	0.0	0.0	not_suppressed	41.0	866.47	not_suppressed	147.0	2188.77	not_suppressed	79.0	1589.01	not_suppressed	109.0	1466.23	37.0	171.81	104.0	36.0	19.68	0.0	0.0	0.0	0.0	0.0	55.0	783.7	42.0	not suppressed	0.0	0.0	not suppressed	0.0	67.0	65.0	55.0	70.0	50.0	1.5311				0	US	MT	Medical Doctor	1.0106382978723405	16.25127659574468	9.303191489361701	not suppressed	not suppressed	not suppressed	not suppressed
